1.026886776909277432e+04	1.028703246478380424e+04	1.030243716276392843e+04	1.031520506523274162e+04	1.032641210955344468e+04	1.033747704753681683e+04	1.034794886317553937e+04	1.035640733918430669e+04	1.036267801877801867e+04	1.036683547998428367e+04	1.036779233946458044e+04	1.036564643455510668e+04	1.036072440011303479e+04	1.035464589854559745e+04	1.034673261136386282e+04	1.033448358175639078e+04	1.031970901249364033e+04	1.030455275306039039e+04	1.029016191244051333e+04	1.027628192269915962e+04	1.026320994597796744e+04	1.024657791949614693e+04	1.022628213687418429e+04	1.020219074889029798e+04	1.017253083625215731e+04	1.014022487891455239e+04	1.010612616078379870e+04	1.006886446006228471e+04	1.003217472468431515e+04	1.000355457615208798e+04	9.990223750456971175e+03	9.982959385024510993e+03	9.977285993493815113e+03	9.972035772453680693e+03	9.966528297862987529e+03	9.959692734572705376e+03	9.951474913262863993e+03	9.943511185363488039e+03	9.937014070888022616e+03	9.930581543807042181e+03	9.921015079952905580e+03	9.910307767435506321e+03	9.899661411430033695e+03	9.889690067022911535e+03	9.883357771988794411e+03	9.882389979593588578e+03	9.888318718677737706e+03	9.906568593793404943e+03	9.940562801943871818e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.028575349472304333e+04	1.030065191484639399e+04	1.031327999600350813e+04	1.032381534777684828e+04	1.033410944459707935e+04	1.034430713371914135e+04	1.035352125930035982e+04	1.036078341148917752e+04	1.036498168621869991e+04	1.036614109878608906e+04	1.036478978451371222e+04	1.036107183448831347e+04	1.035559188255787922e+04	1.034849917631673088e+04	1.033755425419171843e+04	1.032413370228427812e+04	1.030956561179187702e+04	1.029409524007692562e+04	1.027802112965371271e+04	1.026143615261972627e+04	1.024103537079299895e+04	1.021820131056954597e+04	1.019122251999830223e+04	1.015854340080480324e+04	1.012320342042410266e+04	1.008578555189318831e+04	1.004647193045614586e+04	1.000672518184461478e+04	9.974961974942558300e+03	9.958496452902410965e+03	9.948397184626774106e+03	9.941913307087885187e+03	9.937668949274311672e+03	9.933491563654244601e+03	9.928276949704822982e+03	9.921687228313157902e+03	9.915080483782536248e+03	9.909769732088234377e+03	9.904554105370851175e+03	9.897032555712021349e+03	9.888141906915743675e+03	9.879231331757286171e+03	9.870967593005685558e+03	9.866231622434028395e+03	9.866826916209000046e+03	9.874689727826644230e+03	9.896369013272655138e+03	9.935277899719301786e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.028426347201065073e+04	1.029825806959848705e+04	1.031042290082513136e+04	1.032069147435524974e+04	1.033041176097314201e+04	1.034017685995519241e+04	1.034955993764418417e+04	1.035746795499523614e+04	1.036223807063030108e+04	1.036356953284546944e+04	1.036269881533644002e+04	1.035961353210385096e+04	1.035452167024314258e+04	1.034781812806934249e+04	1.033841428130965505e+04	1.032634758767268977e+04	1.031267544675514000e+04	1.029673694064889060e+04	1.027906112823253898e+04	1.025998067270953470e+04	1.023685544052088153e+04	1.021036481239115710e+04	1.018068966175951573e+04	1.014587373911145551e+04	1.010799290004105387e+04	1.006857889527160842e+04	1.002953893752293698e+04	9.990697350224381807e+03	9.958210684853993371e+03	9.937276646317928680e+03	9.920706140434529516e+03	9.908952019872456731e+03	9.903834891473874450e+03	9.900508187047526008e+03	9.896526059095209348e+03	9.891411276480654124e+03	9.885948034109978835e+03	9.881428340721076893e+03	9.877521996629981004e+03	9.871550198443390400e+03	9.864368190861365292e+03	9.857497017238720218e+03	9.851522019661095328e+03	9.848267837339053585e+03	9.850596151459456451e+03	9.860949427137291423e+03	9.886470106031421892e+03	9.930271662391374775e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.028238126262045262e+04	1.029516378018044088e+04	1.030686132410090795e+04	1.031706223735393905e+04	1.032649001713976759e+04	1.033574857933432213e+04	1.034487779325481461e+04	1.035308415902383058e+04	1.035877698703428723e+04	1.036093050783188482e+04	1.036042374413497055e+04	1.035749285440449785e+04	1.035206745067905649e+04	1.034536795083268953e+04	1.033701740418851114e+04	1.032582206267316542e+04	1.031248807240551832e+04	1.029701294068334028e+04	1.027896816397652401e+04	1.025850744515560109e+04	1.023367645602615448e+04	1.020422801940413592e+04	1.017184319438191596e+04	1.013565090949961814e+04	1.009673678086383552e+04	1.005729800373238140e+04	1.001959727915893563e+04	9.983479788725830076e+03	9.952544173396820042e+03	9.928734518567433042e+03	9.906025933278126104e+03	9.885543794855764645e+03	9.873600818432138112e+03	9.868694234547070664e+03	9.865204821783348962e+03	9.861179899048982406e+03	9.856888371358889344e+03	9.853260174227070820e+03	9.849902526504840353e+03	9.845051841674085153e+03	9.839457478082240414e+03	9.834763725967502978e+03	9.831023610703758095e+03	9.829931348542633714e+03	9.834310516852172441e+03	9.847611656423239765e+03	9.877205270645987184e+03	9.925745097565522883e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.027995575413735787e+04	1.029123499546842140e+04	1.030229304416418017e+04	1.031255994893711977e+04	1.032197900422637031e+04	1.033097862580303445e+04	1.033972264731886935e+04	1.034808091959104240e+04	1.035479275189521104e+04	1.035814750011370779e+04	1.035776640788303303e+04	1.035454885472394380e+04	1.034866054107038690e+04	1.034148909866108261e+04	1.033361762409685980e+04	1.032318823493628770e+04	1.031024503754550096e+04	1.029509342832936454e+04	1.027692410926272350e+04	1.025519660474113152e+04	1.022849070726413447e+04	1.019766367474890649e+04	1.016311633524858917e+04	1.012670222314589955e+04	1.008889360836923697e+04	1.005062882220399479e+04	1.001461924631336842e+04	9.981315264435324934e+03	9.952347843632976947e+03	9.926911682871874291e+03	9.900902554719777982e+03	9.873376016328717014e+03	9.851277550053746381e+03	9.840184693312465242e+03	9.835332795641226767e+03	9.831358606591777061e+03	9.827752691975398193e+03	9.824907705458999772e+03	9.821680093444030717e+03	9.817634841276842053e+03	9.813756657917154371e+03	9.811148942146306581e+03	9.809640473893110538e+03	9.810987318717738162e+03	9.818156119130018851e+03	9.834780464159744952e+03	9.868580910344098811e+03	9.921726050127306735e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.027707829851045608e+04	1.028651404470599482e+04	1.029663813032698818e+04	1.030661321484533255e+04	1.031617286977319964e+04	1.032536816796876883e+04	1.033428207031076090e+04	1.034273076332843993e+04	1.035011251363733209e+04	1.035456879210725856e+04	1.035492529050213852e+04	1.035152305787271689e+04	1.034533320658178855e+04	1.033730852156150104e+04	1.032873805507917859e+04	1.031864930882200497e+04	1.030591275083655819e+04	1.029070459074671999e+04	1.027247573792363983e+04	1.024967480167092253e+04	1.022197650285998861e+04	1.019050046873135216e+04	1.015541777554385408e+04	1.011916638895823053e+04	1.008274229078873759e+04	1.004611787538703538e+04	1.001181301539764718e+04	9.980482669741932114e+03	9.952380890305721550e+03	9.926836959087511786e+03	9.900490534612486954e+03	9.870670524043483965e+03	9.839176381037352257e+03	9.816796840306185914e+03	9.807269630458124084e+03	9.802147458672083303e+03	9.798296341752155058e+03	9.795679706168446501e+03	9.792752499361740774e+03	9.789696175533039423e+03	9.787773060295614414e+03	9.787018965153469253e+03	9.787872360928084163e+03	9.791989284563631372e+03	9.802235986801726540e+03	9.822351149127862300e+03	9.860531511929186308e+03	9.918159588373011502e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.027396428223365183e+04	1.028093233968780078e+04	1.028958509684377532e+04	1.029939634835090146e+04	1.030942558048533283e+04	1.031939891049952348e+04	1.032870923782160025e+04	1.033714097203512574e+04	1.034470456248296978e+04	1.035013680994510287e+04	1.035178623032546784e+04	1.034888527691760646e+04	1.034225903362715508e+04	1.033312853377947067e+04	1.032324198350803817e+04	1.031266909031811701e+04	1.029896117382420744e+04	1.028311405434705375e+04	1.026512797525497990e+04	1.024204101269757302e+04	1.021406859381798495e+04	1.018214406888886151e+04	1.014732646042347915e+04	1.011166049580813342e+04	1.007646948431145029e+04	1.004153992411109539e+04	1.000817139269577274e+04	9.977254617238520950e+03	9.949264724198756085e+03	9.924528364629059070e+03	9.899423826586402356e+03	9.870814664398621971e+03	9.835669873537732201e+03	9.801863469028090549e+03	9.781950544263379925e+03	9.773411831259070823e+03	9.768227249458206643e+03	9.765164536105769002e+03	9.762895687279389676e+03	9.761425076949850336e+03	9.761428439276920471e+03	9.762868548892165563e+03	9.765968372422143148e+03	9.772838363649752864e+03	9.786321105840203018e+03	9.810292295272109186e+03	9.853113092095230968e+03	9.915017233683427548e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.027115892036768309e+04	1.027577818839433712e+04	1.028267072060248211e+04	1.029201049820257685e+04	1.030267289102591167e+04	1.031328419121910156e+04	1.032274089447201914e+04	1.033099857858968971e+04	1.033854123485890159e+04	1.034459036918413767e+04	1.034771460991734784e+04	1.034609521697532182e+04	1.033954325095694367e+04	1.032936740005131833e+04	1.031751329552776224e+04	1.030556099927022842e+04	1.029035146488988903e+04	1.027278990598143901e+04	1.025365187288650304e+04	1.023079617941834476e+04	1.020322669854308879e+04	1.017185902011819053e+04	1.013870098398382106e+04	1.010420705761293539e+04	1.006914502524442651e+04	1.003487059156636678e+04	1.000178500592822274e+04	9.970204625368467532e+03	9.942147426099074437e+03	9.919122061996680713e+03	9.896677746779840163e+03	9.870911719805342727e+03	9.837003826037016552e+03	9.797005367115561967e+03	9.763874406665268907e+03	9.746342345045546608e+03	9.737750310721212372e+03	9.733901627673965777e+03	9.732514493104210487e+03	9.732906903496375890e+03	9.735105201303809736e+03	9.738662197021214524e+03	9.744098001665919583e+03	9.753757789739916916e+03	9.770619947963665254e+03	9.798906358375787022e+03	9.846439803945539097e+03	9.912299925745335713e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.026919260702421525e+04	1.027217861166560215e+04	1.027759588458603503e+04	1.028575855156076250e+04	1.029609688223617559e+04	1.030698908272034168e+04	1.031627943427822720e+04	1.032434697346213761e+04	1.033165798897619061e+04	1.033795766549614927e+04	1.034226275993600575e+04	1.034253448601611490e+04	1.033734013231017525e+04	1.032718903684592078e+04	1.031326918263305561e+04	1.029848702368519662e+04	1.028173687635279202e+04	1.026286523709422909e+04	1.024165595961729377e+04	1.021770879371665615e+04	1.019055799828866111e+04	1.016024733494368411e+04	1.012821949348131784e+04	1.009556984330725027e+04	1.006176746691015069e+04	1.002735726444491593e+04	9.993736320256748513e+03	9.961668453545300508e+03	9.932998346631866298e+03	9.911271310863836334e+03	9.892477985774843546e+03	9.870913903022687009e+03	9.840246340346160650e+03	9.800176415325675407e+03	9.757473955711800954e+03	9.727019609953629697e+03	9.710750492596085678e+03	9.703540235036078229e+03	9.702556829345197912e+03	9.704674023850971935e+03	9.709045968253056344e+03	9.714847105658116561e+03	9.722691540687330416e+03	9.735119627159847369e+03	9.755485777322164722e+03	9.788070663876917024e+03	9.840114563504754187e+03	9.909731643197825179e+03	9.989424332121956468e+03
1.026886776909277432e+04	1.026824746034023701e+04	1.027043159826306874e+04	1.027470299899561178e+04	1.028146345229102917e+04	1.029025590667322649e+04	1.030056062327320615e+04	1.031045502103729086e+04	1.031821667987143337e+04	1.032463487805360455e+04	1.033056239787074992e+04	1.033524443012840493e+04	1.033713533086924690e+04	1.033430775087869006e+04	1.032611564058330987e+04	1.031180508923705383e+04	1.029430188289988109e+04	1.027530593169145141e+04	1.025509829054007969e+04	1.023220892919856487e+04	1.020703531474364354e+04	1.018012081103441051e+04	1.015048055034450954e+04	1.011927174896108590e+04	1.008812483498664915e+04	1.005574916463117188e+04	1.002194228548960200e+04	9.987617266440392996e+03	9.955278948736928214e+03	9.925780326670834256e+03	9.905829701016420586e+03	9.890016700169666365e+03	9.871585688279654278e+03	9.844227222554558466e+03	9.808041691869566421e+03	9.765304260072616671e+03	9.725509210466865625e+03	9.697184338403250877e+03	9.681420148077384511e+03	9.676333416200995998e+03	9.678345370407823793e+03	9.683917817941406611e+03	9.691623583484391929e+03	9.701797214916037774e+03	9.717093264570206884e+03	9.740933121827420109e+03	9.777532112486691403e+03	9.833888880867230910e+03	9.907201618872781182e+03	9.989424332121956468e+03
